7,-1,116599648176,1586294295.6774418
7,1,171048992217,1586294297.586065
7,2,81344408412,1586294298.8127754
7,-1,116599648176,1586294300.517991
7,1,171048992217,1586294301.688432
7,2,81344408412,1586294302.7885396
1,-1,116599648176,1589476458.3908782
1,1,171048992217,1589476461.301194
1,-1,634617584188,1589476462.873432
1,-1,883748248143,1589476464.496935
1,4,514685941778,1589476466.442289
1,4,514685941778,1589476530.7889607
1,4,514685941778,1589476531.9046488
1,4,514685941778,1589476533.056235
1,4,514685941778,1589476534.2739131
1,4,514685941778,1589476535.4692202
1,4,514685941778,1589476536.9689062
1,4,514685941778,1589476538.180047
1,4,514685941778,1589476539.402113
1,4,514685941778,1589476540.653103
1,4,514685941778,1589476541.880328
1,4,514685941778,1589476542.9684942
1,4,514685941778,1589476544.1684241
1,4,514685941778,1589476545.3444421
1,4,514685941778,1589476546.4530957
1,4,514685941778,1589476547.7575731
1,4,514685941778,1589476548.854151
1,4,514685941778,1589476549.9383388
1,4,514685941778,1589476551.1333523
1,4,514685941778,1589476552.1936853
1,4,514685941778,1589476553.4603324
1,4,514685941778,1589476554.5938778
1,4,514685941778,1589476556.1190715
5,4,514685941778,1589476567.4835007
5,4,514685941778,1589476568.5634484
5,4,514685941778,1589476571.3017128
5,4,514685941778,1589476575.007634
5,4,514685941778,1589476576.2384176
5,4,514685941778,1589476577.1315353
5,4,514685941778,1589476578.1146753
5,4,514685941778,1589476581.0180974
5,4,514685941778,1589476581.9585195
5,4,514685941778,1589476583.249662
1,-1,116599648176,1589490212.3880653
1,4,514685941778,1589490219.5673091
1,4,514685941778,1589490361.9498465
1,4,514685941778,1589490365.4459546
1,4,514685941778,1589490366.6966312
1,4,514685941778,1589490367.884698
